region_cd,region_nm,research_date,apt_type,size_gbn,rate,level_no
45000,전북,202207,7,2,8.61389728096677,0
47000,경북,202207,7,3,7.459807711368817,0
A5000,5대광역시,202207,7,3,5.634601902382783,0
A8000,8개시도,202207,7,1,10.31514284399234,0
11A02,강남지역,202207,7,2,5.233168737072419,1
11A13,서북권,202207,7,3,4.553768421451775,1
11A14,서남권,202207,7,3,3.9702979603346176,1
29000,광주,202207,7,3,6.259852116681562,0
30000,대전,202207,7,3,5.338028824654449,0
42000,강원,202207,7,3,6.110032362459547,0
11A14,서남권,202207,35,3,4.150409898614804,1
11A15,동남권,202207,35,3,3.685557571979636,1
11A15,동남권,202207,35,2,3.782812525130377,1
26000,부산,202207,35,3,5.053347275618787,0
11A11,도심권,202207,35,2,4.356660259216261,1
30000,대전,202207,35,1,8.617359942095852,0
41000,경기,202207,35,3,5.12820512820513,0
43000,충북,202207,35,3,5.914721554147491,0
43000,충북,202207,35,1,12.232578137919631,0
44000,충남,202207,35,3,9.306677782409336,0
47000,경북,202207,35,1,9.909889250975137,0
50000,제주,202207,35,3,5.292936235779047,0
50000,제주,202207,35,2,5.809652454138325,0
A2000,수도권,202207,35,3,4.440483411369622,0
A2001,지방,202207,35,1,7.6064452610638655,0
44000,충남,202210,7,2,8.453482708231856,0
44000,충남,202210,7,1,10.702702702702704,0
A5000,5대광역시,202210,1,2,4.527009203142537,0
11000,서울,202210,1,2,4.152752649499581,0
11A11,도심권,202210,1,1,4.8010368165890664,1
11A13,서북권,202210,1,2,4.189125107127915,1
29000,광주,202210,1,2,4.571428571428571,0
36000,세종,202210,1,3,4.631143389866192,0
45000,전북,202210,1,2,5,0
46000,전남,202210,1,2,3.8798250981122138,0
A2000,수도권,202208,35,3,4.458466628973188,0
A2000,수도권,202208,35,2,4.8701437566829044,0
A2001,지방,202208,35,3,5.492580247967944,0
11A01,강북지역,202208,35,2,4.089482305237914,1
11A11,도심권,202208,35,3,5.0063576848812685,1
11A13,서북권,202208,35,3,3.925729090928593,1
11A14,서남권,202208,35,2,4.161208237123604,1
27000,대구,202208,35,3,5.898145358752659,0
30000,대전,202208,35,3,6.622085752406679,0
42000,강원,202208,35,1,7.530292483220091,0
44000,충남,202208,35,2,7.967589969978931,0
44000,충남,202208,35,1,9.874604279992418,0
48000,경남,202208,35,2,7.249909818666218,0
50000,제주,202208,35,3,5.263155789473684,0
47000,경북,202208,7,1,11.16357747457727,0
50000,제주,202208,7,2,6.1967094992194065,0
A2000,수도권,202208,7,2,6.0715220270613015,0
A5000,5대광역시,202208,7,3,5.676543510662269,0
A1000,전국,202209,35,3,4.784604173551736,0
A2001,지방,202209,35,1,7.27887030160853,0
11A11,도심권,202209,35,1,4.6507360433617535,1
11A12,동북권,202209,35,1,4.6407279573266385,1
11A13,서북권,202209,35,3,3.968014215904043,1
26000,부산,202209,35,1,7.091846099541123,0
30000,대전,202209,35,1,8.617359942095852,0
41000,경기,202209,35,1,7.908990920362646,0
42000,강원,202209,35,1,7.59781787171698,0
43000,충북,202209,35,1,11.589759313199448,0
44000,충남,202209,35,3,9.386861316515882,0
47000,경북,202209,35,2,8.467184027593959,0
48000,경남,202209,35,2,8.000046073918833,0
41000,경기,202209,1,1,4.82862394479867,0
45000,전북,202209,1,1,6,0
50000,제주,202209,1,2,4.745098039215686,0
50000,제주,202209,1,1,5.056120376464488,0
11A01,강북지역,202209,1,1,4.556962025316456,1
11A02,강남지역,202209,1,3,4.114285714285714,1
11A11,도심권,202209,1,1,4.654959950708564,1
11A14,서남권,202209,1,3,4.067796610169491,1
30000,대전,202209,1,2,4.292488019522804,0
A2000,수도권,202209,7,1,7.095926412614981,0
11A01,강북지역,202209,7,1,6.508595139300534,1
27000,대구,202208,7,2,7.262833450422537,0
28000,인천,202208,7,1,9.874441817704229,0
43000,충북,202208,7,3,7.411552072219687,0
44000,충남,202208,7,2,8.372487189594008,0
A2001,지방,202208,1,2,4.588235294117647,0
A8000,8개시도,202208,1,1,6,0
11A15,동남권,202209,7,1,5.548705302096177,1
27000,대구,202209,7,1,8.7,0
31000,울산,202209,7,2,8.458748354404051,0
36000,세종,202209,7,2,8.571428571428571,0
44000,충남,202209,7,1,10.518621045923975,0
47000,경북,202209,7,3,6.974478376587098,0
48000,경남,202209,7,1,10.282776349614394,0
A2000,수도권,202211,35,2,5.014372805129315,0
A2001,지방,202211,35,3,5.761094981335547,0
A2001,지방,202211,35,2,6.649925210574197,0
A5000,5대광역시,202211,35,1,7.014561528098342,0
11A11,도심권,202211,35,1,4.599024132928919,1
11A14,서남권,202211,35,2,4.190127980659443,1
28000,인천,202211,35,3,5.217391304347826,0
29000,광주,202211,35,2,6.0011276546870755,0
29000,광주,202211,35,3,4.800000000000001,0
31000,울산,202211,35,1,9.707257393796834,0
36000,세종,202211,35,3,6.453070314985682,0
42000,강원,202211,35,1,8.158073291433343,0
47000,경북,202211,35,3,7.767331205203877,0
48000,경남,202211,35,3,6.20889900980459,0
A2000,수도권,202211,7,1,7.0374711088901805,0
26000,부산,202208,1,2,4.4444444444444455,0
29000,광주,202208,1,3,3.977197804457842,0
31000,울산,202208,1,2,4,0
45000,전북,202208,1,2,4.800000000000001,0
36000,세종,202208,1,3,4.541500305015848,0
46000,전남,202208,1,3,4.2824889867305025,0
47000,경북,202208,1,2,4.716182797331849,0
11A11,도심권,202211,7,3,4.758496757280983,1
30000,대전,202211,7,1,7.0196671709531016,0
31000,울산,202211,7,2,8.494665524491863,0
41000,경기,202211,7,1,9.09539438932499,0
47000,경북,202211,7,1,10.722270489429484,0
A1000,전국,202211,1,1,5.10586342340637,0
A8000,8개시도,202211,1,1,6.119087564385577,0
11000,서울,202211,1,1,4.500000000000002,0
11A11,도심권,202211,1,3,4.5177192880240025,1
11A12,동북권,202211,1,1,4.670658682634731,1
11A15,동남권,202211,1,1,4.161951219512195,1
31000,울산,202211,1,1,5.1976584178891745,0
31000,울산,202211,1,2,4.2859719900985045,0
41000,경기,202211,1,3,4.8,0
41000,경기,202211,1,1,5.059957276936312,0
46000,전남,202211,1,1,7.7142857142857135,0
50000,제주,202211,1,2,5.171153611889389,0
A1000,전국,202212,7,2,6.662460567823343,0
A5000,5대광역시,202212,7,2,6.9877112779432125,0
11A01,강북지역,202212,7,1,6.369269319751318,1
11A14,서남권,202212,7,2,5.553719008264463,1
11A15,동남권,202212,7,2,4.900816802800467,1
27000,대구,202212,7,2,6.851106639839035,0
36000,세종,202212,7,2,9.61922628403387,0
41000,경기,202212,7,2,6.77801345499751,0
41000,경기,202212,7,3,5.498742629027331,0
45000,전북,202212,7,2,8.384442201692416,0
45000,전북,202212,7,1,9.972738900054814,0
46000,전남,202212,7,1,9.827860771972398,0
50000,제주,202212,7,3,6.2755466682495555,0
A2001,지방,202212,1,3,4.699296493443422,0
A5000,5대광역시,202212,1,1,5.204127068450635,0
A8000,8개시도,202212,1,2,4.948724683231287,0
A8000,8개시도,202212,1,1,6.21951219512195,0
11A02,강남지역,202212,1,1,4.3751269035533005,1
11A02,강남지역,202212,1,2,4.310685296100267,1
11A11,도심권,202212,1,2,4.3508532974463625,1
11A14,서남권,202212,1,1,4.618749512865975,1
27000,대구,202212,1,2,4.857142857142857,0
36000,세종,202212,1,3,4.77734006037208,0
42000,강원,202212,1,2,5.169230769230769,0
43000,충북,202212,1,3,4.905109489051094,0
46000,전남,202212,1,2,3.887122416534181,0
11A13,서북권,202210,35,2,4.086912536344151,1
11A14,서남권,202210,35,3,4.025914938055342,1
29000,광주,202210,35,2,7.032687815669806,0
30000,대전,202210,35,1,7.960100358922535,0
41000,경기,202210,35,3,5.050386275863689,0
42000,강원,202210,35,1,8.36672977929352,0
43000,충북,202210,35,3,6.873606095483771,0
44000,충남,202210,35,3,9.306677782409336,0
45000,전북,202210,35,1,9.576641621139885,0
11000,서울,202210,35,1,3.986363603182899,0
11000,서울,202210,35,3,3.9232981783317356,0
11A01,강북지역,202210,35,1,4.502225882243193,1
A2001,지방,202210,7,2,7.893694655348339,0
A5000,5대광역시,202210,7,3,5.662038868383184,0
A8000,8개시도,202210,7,2,8.372919827029337,0
11000,서울,202210,7,1,5.889108987056945,0
11A02,강남지역,202210,7,1,5.381974248927039,1
11A14,서남권,202210,7,2,5.572649552040262,1
11A14,서남권,202210,7,3,4.091883379742064,1
42000,강원,202210,7,3,6.651979755879727,0
50000,제주,202212,1,2,5.357142857142857,0
A8000,8개시도,202212,35,1,9.333333333333334,0
11A01,강북지역,202212,35,1,4.6497607806603405,1
11A02,강남지역,202212,35,2,3.9882825693587387,1
11A11,도심권,202212,35,3,4.9415305245055885,1
11A12,동북권,202212,35,2,4.2143582472745384,1
11A12,동북권,202212,35,1,4.700974747014562,1
26000,부산,202212,35,1,7.017128509056206,0
28000,인천,202212,35,2,6.513231245275815,0
29000,광주,202212,35,1,5.8376749551093265,0
42000,강원,202212,35,3,5.923050562126019,0
44000,충남,202212,35,1,10.6980809317611,0
45000,전북,202212,35,1,9.705736566651009,0
48000,경남,202212,35,2,7.129050426959591,0
50000,제주,202212,35,3,5.568775209432299,0
A1000,전국,202207,1,3,4.499999999999998,0
A5000,5대광역시,202207,1,3,4.333010360083168,0
11000,서울,202207,1,1,4.359107420861442,0
11A01,강북지역,202207,1,2,4.182295130721032,1
11A12,동북권,202207,1,3,4.2246191148717065,1
11A15,동남권,202207,1,2,4.146596858638744,1
36000,세종,202207,1,1,5.294117647058823,0
36000,세종,202207,1,3,4.563194020384666,0
44000,충남,202207,1,3,4.974854202305926,0
44000,충남,202207,1,2,5.080210544828712,0
44000,충남,202207,1,1,6.72,0
46000,전남,202207,7,1,9.397557516762816,0
A1000,전국,202207,7,2,6.75,0
A1000,전국,202207,7,3,5.352631578947369,0
A2000,수도권,202207,7,1,7.132069506078093,0
A2000,수도권,202207,7,3,4.925019998757103,0
A2001,지방,202207,7,2,8.073257855680517,0
11000,서울,202207,7,1,6.005955660707725,0
11A12,동북권,202207,7,1,6.821052631578947,1
11A13,서북권,202207,7,2,5.508945755743584,1
11A14,서남권,202207,7,1,5.409486813860474,1
11A14,서남권,202207,7,2,5.509951510760834,1
43000,충북,202207,7,3,7.3625313083831685,0
26000,부산,202207,35,1,7.4940106700667695,0
41000,경기,202207,35,1,8.015135160230741,0
41000,경기,202207,35,2,5.615718090083382,0
43000,충북,202207,35,2,8.10499866408939,0
48000,경남,202207,35,2,7.3105137292934455,0
A1000,전국,202207,35,1,5.517374891104441,0
A2000,수도권,202207,35,1,4.808631979230551,0
11A02,강남지역,202207,35,1,3.7164154843218924,1
47000,경북,202210,7,1,10.875834307159874,0
48000,경남,202210,7,2,8.379685610640871,0
50000,제주,202210,7,3,5.670960049451617,0
A1000,전국,202210,1,2,4.6285580054187365,0
A2001,지방,202210,1,3,4.556962025316456,0
11A01,강북지역,202210,1,2,4.210526315789474,1
11A02,강남지역,202210,1,2,4.114285714285714,1
11A12,동북권,202210,1,1,4.613409415121255,1
27000,대구,202210,1,1,4.866301389573698,0
29000,광주,202210,1,1,5.395989407658737,0
30000,대전,202210,1,1,4.905284635744879,0
31000,울산,202210,1,1,5,0
41000,경기,202210,1,3,4.7758759152511825,0
42000,강원,202210,1,3,4.876421667575369,0
43000,충북,202210,1,3,4.941176470588236,0
44000,충남,202210,1,3,4.969377287847866,0
45000,전북,202210,1,1,6,0
48000,경남,202210,1,3,4.5,0
50000,제주,202210,1,1,5.235413999285259,0
A2001,지방,202208,35,1,7.354176773055305,0
A5000,5대광역시,202208,35,2,5.573580526264049,0
11A02,강남지역,202208,35,2,3.872260870728814,1
11A11,도심권,202208,35,2,4.429189526310095,1
11A13,서북권,202208,35,2,4.166649644498565,1
31000,울산,202208,35,2,6.574757644574704,0
31000,울산,202208,35,1,8.133391443611536,0
45000,전북,202208,35,3,5.466666666666667,0
48000,경남,202208,35,3,5.692096055593071,0
46000,전남,202208,7,2,8.146955780702585,0
47000,경북,202208,7,2,8.88888888888889,0
48000,경남,202208,7,2,8.355689525244914,0
A8000,8개시도,202208,7,2,8.372093023255815,0
11A01,강북지역,202208,7,3,4.4063495098388765,1
11A02,강남지역,202208,7,2,5.279305124573836,1
A2001,지방,202209,35,2,6.256620978216635,0
26000,부산,202209,35,2,5.20332413615537,0
28000,인천,202209,35,2,6.38980975187401,0
29000,광주,202209,35,2,6.0710554567440775,0
29000,광주,202209,35,1,6.302929375503279,0
36000,세종,202209,35,1,6.330284039308763,0
44000,충남,202209,35,2,7.778180395708478,0
45000,전북,202209,35,3,5.333333333333334,0
46000,전남,202209,35,1,8.514814865901535,0
47000,경북,202209,35,3,7.677226166834425,0
43000,충북,202209,1,3,4.96551724137931,0
44000,충남,202209,1,2,5.189990732159406,0
47000,경북,202209,1,1,6.006610576923077,0
A2001,지방,202209,1,3,4.500000000000001,0
A5000,5대광역시,202209,1,3,4.363636363636364,0
A8000,8개시도,202209,1,2,4.787339938168941,0
A8000,8개시도,202209,1,3,4.763931104356637,0
27000,대구,202209,1,3,4.452053424657534,0
29000,광주,202209,1,2,4.524873642999317,0
A1000,전국,202209,7,1,7.728386419320967,0
A2000,수도권,202209,7,3,4.998653465085971,0
A5000,5대광역시,202209,7,2,7.032805625434415,0
11000,서울,202209,7,1,5.895010698972189,0
11A01,강북지역,202209,7,2,5.389081280310561,1
11A02,강남지역,202209,7,2,5.378232819547903,1
11A14,서남권,202208,7,3,3.9769926695976388,1
26000,부산,202208,7,2,7.082319180594692,0
28000,인천,202208,7,3,6.168546866511137,0
29000,광주,202208,7,1,8.46860330742756,0
29000,광주,202208,7,2,7.602486513130868,0
31000,울산,202208,7,1,9.662477558348295,0
42000,강원,202208,7,3,6.4647325922264125,0
42000,강원,202208,7,1,8.513762013907584,0
43000,충북,202208,7,1,10.464064824238628,0
A1000,전국,202208,1,2,4.54028102611945,0
11A02,강남지역,202208,1,2,4.052561624933246,1
11A11,도심권,202208,1,2,4.1107131227613145,1
11A11,도심권,202208,1,1,4.538099863479634,1
11A14,서남권,202209,7,1,5.341812400635929,1
11A14,서남권,202209,7,3,3.9062630276439805,1
27000,대구,202209,7,3,5.668073611345602,0
41000,경기,202209,7,1,8.936170212765958,0
42000,강원,202209,7,2,7.851664633083493,0
43000,충북,202209,7,3,7.334825926147518,0
45000,전북,202209,7,3,7.06882996495643,0
45000,전북,202209,7,1,10.621276595744682,0
47000,경북,202209,7,2,8.604076329474392,0
A2001,지방,202211,35,1,7.1923788478403985,0
A5000,5대광역시,202211,35,2,5.778876210499462,0
A8000,8개시도,202211,35,1,9.325192481621226,0
11000,서울,202211,35,1,4.056290198096217,0
11A13,서북권,202211,35,2,4.125722330736741,1
11A14,서남권,202211,35,3,4.036711338678091,1
11A15,동남권,202211,35,3,3.639828131822726,1
27000,대구,202211,35,3,6.077578643853615,0
28000,인천,202211,35,1,9.275243601276657,0
28000,인천,202211,35,2,6.421865822878251,0
29000,광주,202211,35,1,6.342859338225292,0
30000,대전,202211,35,2,6.649761181068172,0
31000,울산,202211,35,2,7.072329358909988,0
41000,경기,202211,35,3,5.157835119425598,0
43000,충북,202211,35,3,7.029189459312339,0
11A15,동남권,202208,1,3,4.178431509875662,1
27000,대구,202208,1,3,4.400077578840226,0
28000,인천,202208,1,2,4.446430583770168,0
41000,경기,202208,1,3,4.656546711741365,0
43000,충북,202208,1,2,4.923076923076923,0
50000,제주,202208,1,2,4.745098039215686,0
11A12,동북권,202211,7,3,4.213646818297981,1
11A13,서북권,202211,7,3,4.497102954968588,1
11A13,서북권,202211,7,1,6.338586496549372,1
26000,부산,202211,7,3,5.8746227526974195,0
28000,인천,202211,7,2,8.215332911177036,0
41000,경기,202211,7,3,5.333697313823979,0
45000,전북,202211,7,3,6.756002781435928,0
46000,전남,202211,7,2,8.070511483244513,0
A2000,수도권,202211,1,3,4.65,0
11A11,도심권,202211,1,2,4.313433304104513,1
11A15,동남권,202211,1,3,4.204471537561691,1
50000,제주,202211,1,3,5.013702013210597,0
A1000,전국,202212,7,3,5.508173987227902,0
11A01,강북지역,202212,7,3,4.553398986024858,1
11A02,강남지역,202212,7,3,3.9311572991307036,1
11A11,도심권,202212,7,3,4.822280208942397,1
11A12,동북권,202212,7,2,5.261587413823581,1
11A13,서북권,202212,7,1,6.532258064516131,1
26000,부산,202212,7,1,8.061901190595428,0
30000,대전,202212,7,3,5.565610635853512,0
31000,울산,202212,7,1,9.355180165981606,0
36000,세종,202212,7,3,4.26397130409193,0
44000,충남,202212,7,3,6.173249572595709,0
45000,전북,202212,7,3,6.828405765240927,0
46000,전남,202212,7,3,6.327579654779286,0
11000,서울,202212,1,3,4.262346116903148,0
11000,서울,202212,1,2,4.334975369458128,0
11A11,도심권,202212,1,3,4.650160325108397,1
11A13,서북권,202212,1,1,4.654359977872257,1
11A14,서남권,202212,1,3,4.139176605608733,1
30000,대전,202212,1,2,4.476726261089848,0
36000,세종,202212,1,2,4.857521790841654,0
41000,경기,202212,1,1,5.16,0
44000,충남,202212,1,1,6.967545703211635,0
46000,전남,202212,1,1,7.868852459016394,0
11A02,강남지역,202210,35,1,3.7410292592108334,1
11A14,서남권,202210,35,1,4.103989400853821,1
26000,부산,202210,35,2,5.179429296176528,0
31000,울산,202210,35,3,6.029187673968763,0
41000,경기,202210,35,1,7.794059405940596,0
42000,강원,202210,35,3,6.901565217391305,0
43000,충북,202210,35,1,11.34318101017217,0
46000,전남,202210,35,2,6.000000000000001,0
47000,경북,202210,35,1,12.914131948572388,0
48000,경남,202210,35,3,5.584270739407053,0
48000,경남,202210,35,1,9.076220069457138,0
50000,제주,202210,35,2,5.88537857891874,0
A1000,전국,202210,35,2,5.114650401002568,0
A2001,지방,202210,35,1,7.297083725305738,0
11000,서울,202210,35,2,4.0031752397483285,0
11A01,강북지역,202210,35,2,4.109270460436982,1
A1000,전국,202210,7,1,7.747552014660654,0
11A01,강북지역,202210,7,1,6.474820143884892,1
26000,부산,202210,7,2,7.065420560747665,0
28000,인천,202210,7,3,6.33574486933412,0
29000,광주,202210,7,2,7.529766629623748,0
30000,대전,202210,7,1,7.059415491876959,0
31000,울산,202210,7,2,8.661575512867536,0
31000,울산,202210,7,1,9.183673469387756,0
36000,세종,202210,7,3,4.483009900224925,0
43000,충북,202210,7,3,7.050189743994893,0
A1000,전국,202212,35,1,5.312430743311092,0
11A11,도심권,202212,35,2,4.612994367867415,1
11A12,동북권,202212,35,3,3.8384992474693496,1
11A13,서북권,202212,35,3,4.054563297350343,1
11A14,서남권,202212,35,1,4.297978850607141,1
27000,대구,202212,35,1,9.79929694164181,0
36000,세종,202212,35,1,6.660349026999284,0
47000,경북,202212,35,3,7.073193062786565,0
A2000,수도권,202207,1,1,4.588235294117647,0
A2001,지방,202207,1,3,4.488220063110928,0
A5000,5대광역시,202207,1,2,4.363636363636362,0
11000,서울,202207,1,2,4.114285714285716,0
11A13,서북권,202207,1,3,4.05,1
11A14,서남권,202207,1,2,3.9745222929936306,1
27000,대구,202207,1,2,4.533333333333333,0
29000,광주,202207,1,2,4.390243902439024,0
42000,강원,202207,1,3,4.666666666666667,0
43000,충북,202207,1,2,4.890807996453866,0
47000,경북,202207,1,2,4.682926829268292,0
50000,제주,202207,1,3,4.593406021978023,0
45000,전북,202207,7,3,6.9458110598926925,0
45000,전북,202207,7,1,10.419185026320921,0
46000,전남,202207,7,2,9.423377939379488,0
48000,경남,202207,7,2,8.67153284671533,0
48000,경남,202207,7,1,10.347508754821341,0
A5000,5대광역시,202207,7,1,8.367428775340816,0
11000,서울,202207,7,3,4.160153448654734,0
11A01,강북지역,202207,7,1,6.691187469889737,1
26000,부산,202207,7,2,7.06391158097069,0
26000,부산,202207,7,3,5.821998625388013,0
41000,경기,202207,7,3,5.400773377079917,0
41000,경기,202207,7,1,9,0
43000,충북,202207,7,1,10.384615384615385,0
26000,부산,202207,35,2,5.453649325442962,0
11A11,도심권,202207,35,3,4.794499334097314,1
28000,인천,202207,35,1,9.895689541346071,0
29000,광주,202207,35,2,5.646060139503674,0
29000,광주,202207,35,3,4.5,0
31000,울산,202207,35,3,5.720531794141067,0
36000,세종,202207,35,2,6.8955223880597005,0
42000,강원,202207,35,2,7.71063829787234,0
42000,강원,202207,35,1,7.377260433040204,0
47000,경북,202207,35,3,6.634510559148684,0
47000,경북,202207,35,2,8.06879928229046,0
48000,경남,202207,35,3,5.390395119261821,0
A2000,수도권,202207,35,2,4.840440244342129,0
A2001,지방,202207,35,3,5.480220460452045,0
A8000,8개시도,202207,35,3,5.542578635185265,0
11000,서울,202207,35,2,3.951043548769894,0
11000,서울,202207,35,3,3.9380064763026197,0
11A01,강북지역,202207,35,2,4.043104220808316,1
11000,서울,202210,1,1,4.455445544554456,0
11A01,강북지역,202210,1,1,4.615384615384616,1
11A13,서북권,202210,1,3,4,1
27000,대구,202210,1,3,4.499999999999999,0
27000,대구,202210,1,2,4.675766327647487,0
31000,울산,202210,1,3,4.289961695440354,0
46000,전남,202210,1,3,4,0
47000,경북,202210,1,1,6.12505427702996,0
50000,제주,202210,1,2,4.800000000000001,0
A8000,8개시도,202208,35,3,5.6000000000000005,0
A8000,8개시도,202208,35,2,6.682474252174875,0
11000,서울,202208,35,1,4.0079946578620325,0
11A01,강북지역,202208,35,3,4.128090635150709,1
11A01,강북지역,202208,35,1,4.6358111236449675,1
11A12,동북권,202208,35,3,3.849652477662856,1
26000,부산,202208,35,3,4.92927536469633,0
27000,대구,202208,35,1,5.989237040621615,0
29000,광주,202208,35,1,6.457565189763296,0
36000,세종,202208,35,3,6.857142857142858,0
41000,경기,202208,35,2,5.647058823529413,0
46000,전남,202208,35,3,5.194651849279389,0
50000,제주,202208,7,1,8.823529411764707,0
A1000,전국,202208,7,1,7.764705882352942,0
A2001,지방,202208,7,3,6.0352340487775695,0
A2001,지방,202208,7,1,9.312089971883788,0
A2001,지방,202208,7,2,7.875000000000001,0
11000,서울,202208,7,2,5.318340177048661,0
A1000,전국,202209,35,2,5.065513921072343,0
A2000,수도권,202209,35,2,4.9336642468122776,0
A5000,5대광역시,202209,35,2,5.587485048250106,0
11A14,서남권,202209,35,2,4.205505892651001,1
26000,부산,202209,35,3,5.057523571346991,0
11A11,도심권,202209,35,3,5.277378467153534,1
27000,대구,202209,35,2,5.930409904751668,0
36000,세종,202209,35,3,6.857142857142858,0
50000,제주,202209,35,3,5.27332015884686,0
36000,세종,202209,1,1,5.294117647058823,0
42000,강원,202209,1,2,4.973487395547498,0
47000,경북,202209,1,2,4.8,0
48000,경남,202209,1,1,4.998861087444139,0
A2001,지방,202209,1,1,5.492060923514024,0
11000,서울,202209,1,1,4.387463548263572,0
11A11,도심권,202209,1,3,4.500696960317398,1
11A12,동북권,202209,1,2,4.207219143566413,1
11A15,동남권,202209,1,1,4.000000000000001,1
26000,부산,202209,1,1,5.100475046062785,0
28000,인천,202209,1,3,5.250000000000002,0
31000,울산,202209,1,2,4.020698576972832,0
A2001,지방,202209,7,3,6.122377663936862,0
11A02,강남지역,202209,7,3,3.8154893962667393,1
11A14,서남권,202208,7,1,5.387755102040817,1
11A15,동남권,202208,7,2,4.930573794312355,1
28000,인천,202208,7,2,8.385137758874361,0
30000,대전,202208,7,2,6.073895569438328,0
31000,울산,202208,7,2,8.404669260700388,0
36000,세종,202208,7,1,8.832422780694507,0
A5000,5대광역시,202208,1,1,5,0
11A12,동북권,202208,1,1,4.572517266015718,1
11A13,서북권,202209,7,1,6.343922435612757,1
29000,광주,202209,7,1,8.566898218061008,0
41000,경기,202209,7,3,5.437564547492998,0
45000,전북,202209,7,2,8.568148771715006,0
47000,경북,202209,7,1,11.218130311614729,0
50000,제주,202209,7,2,6.435216352347272,0
A2000,수도권,202211,35,1,4.729752018866273,0
11A01,강북지역,202211,35,1,4.50566372202274,1
11A11,도심권,202211,35,3,4.918032786885246,1
11A02,강남지역,202211,35,2,3.973934634921035,1
26000,부산,202211,35,2,5.337391360406004,0
36000,세종,202211,35,1,6.484361648917057,0
44000,충남,202211,35,2,9.04047105426645,0
45000,전북,202211,35,2,7.426065055314277,0
47000,경북,202211,35,1,10.506651653772026,0
48000,경남,202211,35,1,9.19740186388026,0
11000,서울,202211,7,2,5.337710466728771,0
11A15,동남권,202208,1,1,4,1
42000,강원,202208,1,1,5.689875125468145,0
44000,충남,202208,1,3,4.9610194902548725,0
45000,전북,202208,1,1,6.075551074367386,0
36000,세종,202208,1,1,5.297920629907381,0
36000,세종,202208,1,2,4.586018237082067,0
47000,경북,202208,1,3,4.82808692000675,0
11A12,동북권,202211,7,1,6.4,1
11A14,서남권,202211,7,2,5.5908370044052855,1
11A15,동남권,202211,7,3,3.6902140741310365,1
44000,충남,202211,7,3,6.286691523161498,0
45000,전북,202211,7,2,8.37696335078534,0
47000,경북,202211,7,3,6.441844459738472,0
A1000,전국,202211,1,3,4.645161290322582,0
A5000,5대광역시,202211,1,1,5.142857142857142,0
28000,인천,202211,1,1,4.580985426786953,0
29000,광주,202211,1,3,4.409448818897639,0
36000,세종,202211,1,1,5.169230769230769,0
36000,세종,202211,1,3,4.692737430167598,0
41000,경기,202211,1,2,4.9770687348709615,0
42000,강원,202211,1,3,5.0878274268104775,0
50000,제주,202211,1,1,5.3861852433281,0
A8000,8개시도,202212,7,3,6.4655172413793105,0
11000,서울,202212,7,2,5.348927307536432,0
11A02,강남지역,202212,7,2,5.303671437461107,1
11A11,도심권,202212,7,2,5.542625944358909,1
11A15,동남권,202212,7,1,5.524257946698452,1
29000,광주,202212,7,3,6.597726614561067,0
30000,대전,202212,7,1,7.068040040620921,0
47000,경북,202212,7,2,8.293193717277488,0
50000,제주,202212,7,2,5.943924476135368,0
A1000,전국,202212,1,2,4.8,0
11A01,강북지역,202212,1,2,4.381939720886599,1
26000,부산,202212,1,3,4.736842105263158,0
27000,대구,202212,1,3,4.603695444409047,0
27000,대구,202212,1,1,5.001835367532348,0
28000,인천,202212,1,2,5.32294743769552,0
28000,인천,202212,1,1,4.905660377358491,0
29000,광주,202212,1,2,4.75,0
30000,대전,202212,1,3,4.147413933415282,0
41000,경기,202212,1,3,4.80996535773159,0
45000,전북,202212,1,3,5.157785111139689,0
11A12,동북권,202210,35,1,4.638486998674311,1
11A15,동남권,202210,35,2,3.791699244023701,1
27000,대구,202210,35,3,5.6726649252042485,0
29000,광주,202210,35,1,6.418792336610767,0
30000,대전,202210,35,3,7.229880227826241,0
30000,대전,202210,35,2,7.019681314845872,0
36000,세종,202210,35,3,6.857142857142858,0
42000,강원,202210,35,2,7.384537422499318,0
44000,충남,202210,35,2,7.6871988072151805,0
A2000,수도권,202210,35,3,4.5066127079951315,0
A8000,8개시도,202210,35,2,6.753695489273646,0
11A02,강남지역,202210,35,3,3.8301923974485277,1
A1000,전국,202210,7,2,6.72,0
A1000,전국,202210,7,3,5.442444771950334,0
A8000,8개시도,202210,7,1,10.173745747904158,0
11A01,강북지역,202210,7,2,5.3585806918388235,1
36000,세종,202210,7,1,8.944250341789457,0
48000,경남,202212,1,2,4.673171580374375,0
50000,제주,202212,1,3,4.854404746354575,0
A1000,전국,202212,35,3,4.823360754629927,0
A2000,수도권,202212,35,1,4.834772789318244,0
A2001,지방,202212,35,3,5.776160930843639,0
A8000,8개시도,202212,35,3,5.959527890162732,0
11A01,강북지역,202212,35,2,4.281413100414907,1
11A14,서남권,202212,35,2,4.294573643410852,1
26000,부산,202212,35,3,4.861547583753337,0
28000,인천,202212,35,3,5.413563376202886,0
29000,광주,202212,35,2,6.002255733322194,0
31000,울산,202212,35,1,7.580116610621207,0
41000,경기,202212,35,3,5.042345276872965,0
43000,충북,202212,35,1,11.396648044692737,0
46000,전남,202212,35,3,6.5351995047277525,0
A2000,수도권,202207,1,2,4.463732176069436,0
A2001,지방,202207,1,2,4.551724137931035,0
11A12,동북권,202207,1,1,4.536049446383156,1
