basYm,rprSexNm,rprAggrNm,estbYr,bizAreaNm,bizBzcCd,bizBzcCdNm,empeCntNm,fnafBasYr,cptlAmt,saleAmt,bzopPftAmt,crtmNpfAmt,astTsumAmt,debtTsumAmt
202208,남성,30대,2017,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2018,181000000,901000000,65000000,69000000,385000000,0
202208,남성,50대,2000,강원도 강릉시,46,도매 및 상품 중개업,0명,2019,181000000,36000000,3000000,3000000,346000000,1000000
202208,남성,30대,2011,강원도 강릉시,45,자동차 및 부품 판매업,0명,2018,181000000,771000000,49000000,52000000,301000000,76000000
202208,남성,50대,2003,강원도 강릉시,41,종합 건설업,0명,2016,0,285000000,21000000,22000000,39000000,17000000
202208,남성,40대,2008,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2016,0,972000000,41000000,44000000,183000000,2000000
202208,남성,60대,1994,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2016,0,1096000000,65000000,65000000,172000000,1000000
202208,남성,70대,2002,강원도 강릉시,46,도매 및 상품 중개업,0명,2018,109000000,1096000000,99000000,86000000,249000000,140000000
202208,남성,50대,2017,강원도 강릉시,86,보건업,0명,2020,0,498000000,99000000,86000000,312000000,524000000
202208,남성,60대,1986,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,23000000,415000000,46000000,41000000,147000000,124000000
202208,여성,50대,2017,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,181000000,750000000,99000000,86000000,841000000,524000000
202208,남성,40대,2013,강원도 강릉시,42,전문직별 공사업,0명,2020,181000000,199000000,24000000,17000000,351000000,104000000
202208,남성,40대,1996,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,10000000,755000000,55000000,62000000,66000000,56000000
202208,남성,50대,1995,강원도 강릉시,95,개인 및 소비용품 수리업,1명 이상 5명 미만,2021,154000000,823000000,99000000,86000000,168000000,14000000
202208,남성,40대,2014,강원도 강릉시,10,식료품 제조업,0명,2020,181000000,710000000,76000000,55000000,718000000,402000000
202208,남성,50대,2015,강원도 강릉시,47,소매업; 자동차 제외,0명,2018,21000000,772000000,-12000000,35000000,66000000,45000000
202208,남성,50대,2010,강원도 강릉시,46,도매 및 상품 중개업,0명,2017,8000000,303000000,22000000,22000000,19000000,11000000
202208,여성,50대,2015,강원도 강릉시,10,식료품 제조업,1명 이상 5명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,50대,1997,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,38000000,1096000000,66000000,67000000,282000000,244000000
202208,여성,60대,1990,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,95000000,1096000000,99000000,86000000,523000000,428000000
202208,남성,50대,2003,강원도 강릉시,10,식료품 제조업,50명 이상 100명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,여성,60대,2004,강원도 강릉시,47,소매업; 자동차 제외,0명,2021,4000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,30대,2013,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2019,0,97000000,60000000,55000000,36000000,82000000
202208,남성,60대,1985,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2018,121000000,745000000,48000000,57000000,249000000,128000000
202208,남성,40대,2010,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,181000000,1096000000,90000000,76000000,841000000,524000000
202208,남성,60대,1997,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,181000000,279000000,26000000,13000000,436000000,7000000
202208,남성,50대,1999,강원도 강릉시,10,식료품 제조업,1명 이상 5명 미만,2018,39000000,317000000,49000000,38000000,543000000,504000000
202208,남성,40대,2015,강원도 강릉시,47,소매업; 자동차 제외,0명,2021,181000000,736000000,99000000,86000000,733000000,481000000
202208,여성,50대,2013,강원도 강릉시,45,자동차 및 부품 판매업,0명,2019,82000000,200000000,10000000,12000000,91000000,9000000
202208,남성,50대,2000,강원도 강릉시,42,전문직별 공사업,1명 이상 5명 미만,2017,181000000,397000000,59000000,53000000,841000000,113000000
202208,여성,50대,2016,강원도 강릉시,46,도매 및 상품 중개업,0명,2021,161000000,324000000,18000000,42000000,489000000,328000000
202208,여성,60대,2009,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2019,78000000,1096000000,75000000,64000000,79000000,1000000
202208,남성,50대,2002,강원도 강릉시,42,전문직별 공사업,1명 이상 5명 미만,2021,181000000,582000000,-62000000,35000000,841000000,97000000
202208,여성,50대,2003,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,79000000,433000000,27000000,34000000,80000000,1000000
202208,남성,30대,2019,강원도 강릉시,86,보건업,0명,2021,106000000,314000000,71000000,85000000,107000000,1000000
202208,여성,50대,2017,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2019,2000000,824000000,30000000,37000000,108000000,107000000
202208,남성,40대,2017,강원도 강릉시,42,전문직별 공사업,1명 이상 5명 미만,2020,60000000,1096000000,99000000,86000000,255000000,195000000
202208,남성,50대,1994,강원도 강릉시,47,소매업; 자동차 제외,0명,2018,24000000,262000000,21000000,22000000,26000000,2000000
202208,남성,40대,2013,강원도 강릉시,10,식료품 제조업,10명 이상 30명 미만,2021,85000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,60대,2009,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,181000000,1096000000,97000000,74000000,841000000,524000000
202208,남성,60대,2016,강원도 강릉시,10,식료품 제조업,5명 이상 10명 미만,2021,122000000,479000000,58000000,41000000,620000000,498000000
202208,여성,30대,2017,강원도 강릉시,47,소매업; 자동차 제외,5명 이상 10명 미만,2021,133000000,1096000000,99000000,86000000,543000000,410000000
202208,남성,50대,2015,강원도 강릉시,47,소매업; 자동차 제외,5명 이상 10명 미만,2021,181000000,1096000000,46000000,23000000,841000000,524000000
202208,남성,70대,1999,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2019,42000000,829000000,48000000,34000000,486000000,444000000
202208,남성,60대,1985,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,150000000,298000000,17000000,17000000,167000000,17000000
202208,남성,50대,2016,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,0,295000000,11000000,0,419000000,524000000
202208,남성,50대,2004,강원도 강릉시,47,소매업; 자동차 제외,0명,2019,153000000,1096000000,56000000,60000000,247000000,94000000
202208,남성,60대,1997,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,1명 이상 5명 미만,2021,71000000,109000000,7000000,-7000000,178000000,107000000
202208,남성,50대,1997,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,1명 이상 5명 미만,2018,10000000,128000000,0,15000000,11000000,1000000
202208,남성,50대,2014,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,33000000,481000000,37000000,32000000,149000000,116000000
202208,남성,40대,2011,강원도 강릉시,46,도매 및 상품 중개업,0명,2020,28000000,380000000,19000000,20000000,39000000,11000000
202208,남성,60대,2001,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2019,181000000,825000000,50000000,59000000,356000000,6000000
202208,여성,60대,2012,강원도 강릉시,46,도매 및 상품 중개업,0명,2020,181000000,1096000000,44000000,43000000,683000000,500000000
202208,남성,50대,2003,강원도 강릉시,46,도매 및 상품 중개업,0명,2016,0,584000000,46000000,44000000,57000000,35000000
202208,남성,60대,2017,강원도 강릉시,10,식료품 제조업,0명,2021,181000000,743000000,38000000,27000000,773000000,452000000
202208,남성,60대,2002,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2021,181000000,647000000,-35000000,-35000000,841000000,114000000
202208,남성,40대,2007,강원도 강릉시,46,도매 및 상품 중개업,5명 이상 10명 미만,2018,112000000,1096000000,93000000,73000000,239000000,127000000
202208,여성,30대,2013,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,132000000,1096000000,99000000,52000000,513000000,381000000
202208,남성,40대,2016,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,104000000,1096000000,30000000,40000000,185000000,81000000
202208,남성,50대,2016,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2019,108000000,1096000000,75000000,77000000,115000000,7000000
202208,남성,40대,2009,강원도 강릉시,45,자동차 및 부품 판매업,0명,2020,181000000,1086000000,60000000,48000000,841000000,387000000
202208,남성,40대,2016,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,0,1096000000,88000000,85000000,372000000,524000000
202208,남성,50대,2016,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,0,295000000,11000000,0,419000000,524000000
202208,남성,50대,2006,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,90000000,838000000,67000000,67000000,243000000,153000000
202208,남성,40대,2014,강원도 강릉시,47,소매업; 자동차 제외,0명,2017,181000000,697000000,37000000,32000000,478000000,78000000
202208,남성,40대,2019,강원도 강릉시,10,식료품 제조업,1명 이상 5명 미만,2020,181000000,610000000,99000000,86000000,300000000,25000000
202208,남성,40대,2012,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,47000000,546000000,19000000,21000000,169000000,122000000
202208,남성,50대,2002,강원도 강릉시,46,도매 및 상품 중개업,0명,2020,13000000,92000000,-10000000,-12000000,145000000,132000000
202208,여성,50대,2015,강원도 강릉시,46,도매 및 상품 중개업,0명,2021,70000000,1096000000,99000000,-27000000,751000000,524000000
202208,남성,50대,2010,강원도 강릉시,86,보건업,10명 이상 30명 미만,2021,181000000,1096000000,99000000,86000000,841000000,453000000
202208,남성,50대,1996,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2020,131000000,306000000,21000000,21000000,133000000,2000000
202208,남성,60대,1998,강원도 강릉시,45,자동차 및 부품 판매업,0명,2017,48000000,160000000,99000000,86000000,166000000,118000000
202208,남성,40대,2009,강원도 강릉시,47,소매업; 자동차 제외,0명,2021,9000000,157000000,23000000,23000000,203000000,194000000
202208,남성,70대,2003,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,50대,2018,강원도 강릉시,46,도매 및 상품 중개업,0명,2021,14000000,1096000000,73000000,70000000,233000000,219000000
202208,남성,60대,2018,강원도 강릉시,42,전문직별 공사업,0명,2020,149000000,100000000,22000000,23000000,151000000,2000000
202208,남성,60대,2012,강원도 강릉시,10,식료품 제조업,1명 이상 5명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,여성,50대,2019,강원도 강릉시,56,음식점 및 주점업,1명 이상 5명 미만,2020,107000000,100000000,-49000000,-49000000,107000000,0
202208,남성,50대,2011,강원도 강릉시,46,도매 및 상품 중개업,0명,2019,99000000,1096000000,43000000,43000000,102000000,3000000
202208,남성,50대,1991,강원도 강릉시,46,도매 및 상품 중개업,0명,2021,181000000,1096000000,98000000,85000000,798000000,524000000
202208,여성,50대,2007,강원도 강릉시,10,식료품 제조업,5명 이상 10명 미만,2020,181000000,1096000000,99000000,86000000,841000000,524000000
202208,여성,60대,1993,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2021,73000000,749000000,77000000,73000000,209000000,136000000
202208,남성,60대,2000,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,75000000,917000000,55000000,51000000,105000000,30000000
202208,남성,50대,2011,강원도 강릉시,45,자동차 및 부품 판매업,0명,2016,0,420000000,7000000,5000000,336000000,255000000
202208,여성,50대,2011,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,149000000,692000000,37000000,28000000,267000000,118000000
202208,남성,60대,1995,강원도 강릉시,46,도매 및 상품 중개업,5명 이상 10명 미만,2020,43000000,681000000,60000000,58000000,79000000,36000000
202208,남성,50대,2002,강원도 강릉시,42,전문직별 공사업,0명,2018,105000000,245000000,15000000,15000000,112000000,7000000
202208,남성,40대,2018,강원도 강릉시,95,개인 및 소비용품 수리업,5명 이상 10명 미만,2020,181000000,623000000,54000000,46000000,841000000,524000000
202208,남성,40대,2018,강원도 강릉시,46,도매 및 상품 중개업,5명 이상 10명 미만,2020,181000000,1060000000,99000000,86000000,235000000,26000000
202208,남성,60대,2009,강원도 강릉시,46,도매 및 상품 중개업,0명,2021,34000000,758000000,35000000,34000000,97000000,63000000
202208,남성,60대,2010,강원도 강릉시,47,소매업; 자동차 제외,0명,2019,178000000,173000000,73000000,33000000,841000000,524000000
202208,남성,30대,2017,강원도 강릉시,56,음식점 및 주점업,0명,2020,0,281000000,72000000,75000000,2000000,2000000
202208,남성,50대,2017,강원도 강릉시,46,도매 및 상품 중개업,0명,2021,50000000,618000000,44000000,44000000,106000000,56000000
202208,남성,40대,2014,강원도 강릉시,47,소매업; 자동차 제외,0명,2017,181000000,734000000,64000000,64000000,435000000,171000000
202208,남성,50대,2008,강원도 강릉시,46,도매 및 상품 중개업,0명,2018,50000000,683000000,50000000,50000000,60000000,10000000
202208,남성,60대,2001,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,126000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,60대,2018,강원도 강릉시,56,음식점 및 주점업,0명,2019,30000000,361000000,5000000,10000000,128000000,98000000
202208,남성,50대,2002,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,181000000,774000000,53000000,56000000,841000000,524000000
202208,남성,40대,2008,강원도 강릉시,10,식료품 제조업,10명 이상 30명 미만,2021,181000000,1096000000,99000000,67000000,841000000,524000000
202208,남성,50대,1998,강원도 강릉시,46,도매 및 상품 중개업,5명 이상 10명 미만,2021,85000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,50대,2011,강원도 강릉시,42,전문직별 공사업,1명 이상 5명 미만,2018,48000000,405000000,60000000,63000000,77000000,29000000
202208,남성,50대,2015,강원도 강릉시,42,전문직별 공사업,1명 이상 5명 미만,2018,52000000,647000000,50000000,52000000,152000000,100000000
202208,남성,50대,2017,강원도 강릉시,86,보건업,5명 이상 10명 미만,2020,181000000,1096000000,99000000,86000000,841000000,214000000
202208,남성,40대,2004,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,181000000,1096000000,99000000,72000000,841000000,416000000
202208,여성,50대,2001,강원도 강릉시,45,자동차 및 부품 판매업,0명,2019,15000000,128000000,12000000,15000000,35000000,20000000
202208,여성,50대,2014,강원도 강릉시,10,식료품 제조업,10명 이상 30명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,여성,60대,2008,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,47000000,322000000,19000000,8000000,49000000,2000000
202208,남성,50대,2002,강원도 강릉시,46,도매 및 상품 중개업,0명,2019,67000000,1096000000,60000000,54000000,133000000,66000000
202208,여성,50대,2005,강원도 강릉시,10,식료품 제조업,0명,2021,181000000,1096000000,70000000,73000000,290000000,100000000
202208,남성,50대,2018,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,181000000,1096000000,90000000,73000000,381000000,28000000
202208,남성,60대,2011,강원도 강릉시,47,소매업; 자동차 제외,5명 이상 10명 미만,2021,181000000,788000000,64000000,86000000,286000000,77000000
202208,여성,30대,2019,강원도 강릉시,46,도매 및 상품 중개업,0명,2020,97000000,840000000,48000000,53000000,136000000,39000000
202208,남성,40대,2007,강원도 강릉시,46,도매 및 상품 중개업,0명,2018,181000000,1096000000,54000000,45000000,482000000,277000000
202208,남성,50대,2007,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2018,5000000,1096000000,52000000,58000000,485000000,480000000
202208,남성,40대,2005,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,85000000,465000000,43000000,49000000,99000000,14000000
202208,남성,60대,2000,강원도 강릉시,46,도매 및 상품 중개업,0명,2019,18000000,484000000,29000000,31000000,18000000,0
202208,남성,50대,1995,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2018,16000000,678000000,48000000,54000000,146000000,130000000
202208,남성,50대,2012,강원도 강릉시,47,소매업; 자동차 제외,0명,2021,57000000,1096000000,85000000,65000000,437000000,380000000
202208,남성,50대,2002,강원도 강릉시,46,도매 및 상품 중개업,0명,2016,0,1096000000,99000000,86000000,841000000,524000000
202208,남성,60대,1988,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2017,27000000,259000000,13000000,11000000,73000000,46000000
202208,남성,50대,2015,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,133000000,1096000000,99000000,86000000,207000000,74000000
202208,남성,40대,2017,강원도 강릉시,86,보건업,0명,2019,30000000,1096000000,99000000,86000000,538000000,508000000
202208,여성,50대,2006,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2019,181000000,805000000,35000000,47000000,251000000,36000000
202208,남성,60대,1999,강원도 강릉시,42,전문직별 공사업,1명 이상 5명 미만,2021,181000000,1096000000,47000000,-11000000,841000000,124000000
202208,남성,40대,2013,강원도 강릉시,10,식료품 제조업,1명 이상 5명 미만,2019,86000000,709000000,14000000,20000000,244000000,158000000
202208,남성,50대,2018,강원도 강릉시,46,도매 및 상품 중개업,0명,2021,14000000,1096000000,73000000,70000000,233000000,219000000
202208,남성,30대,2014,강원도 강릉시,86,보건업,5명 이상 10명 미만,2016,0,1096000000,99000000,86000000,841000000,524000000
202208,남성,50대,2014,강원도 강릉시,56,음식점 및 주점업,1명 이상 5명 미만,2020,19000000,165000000,20000000,19000000,841000000,524000000
202208,남성,50대,1999,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,32000000,675000000,40000000,41000000,718000000,524000000
202208,남성,60대,2006,강원도 강릉시,10,식료품 제조업,10명 이상 30명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,여성,60대,2010,강원도 강릉시,56,음식점 및 주점업,5명 이상 10명 미만,2021,81000000,582000000,44000000,48000000,841000000,524000000
202208,남성,60대,2004,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2017,7000000,121000000,10000000,11000000,8000000,1000000
202208,남성,50대,2017,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,96000000,1096000000,99000000,86000000,618000000,522000000
202208,남성,50대,2016,강원도 강릉시,42,전문직별 공사업,1명 이상 5명 미만,2020,71000000,284000000,28000000,25000000,72000000,1000000
202208,남성,40대,2020,강원도 강릉시,42,전문직별 공사업,0명,2021,20000000,481000000,20000000,20000000,21000000,1000000
202208,남성,50대,2018,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,5명 이상 10명 미만,2020,0,168000000,0,0,31000000,75000000
202208,남성,50대,2016,강원도 강릉시,86,보건업,1명 이상 5명 미만,2018,55000000,169000000,31000000,15000000,501000000,446000000
202208,남성,60대,1998,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2021,181000000,1096000000,75000000,66000000,373000000,167000000
202208,남성,50대,2001,강원도 강릉시,47,소매업; 자동차 제외,0명,2019,2000000,1096000000,28000000,28000000,224000000,222000000
202208,남성,60대,2015,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2016,181000000,736000000,8000000,7000000,254000000,51000000
202208,남성,50대,2017,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,32000000,196000000,8000000,8000000,33000000,1000000
202208,남성,50대,2006,강원도 강릉시,47,소매업; 자동차 제외,0명,2018,16000000,147000000,16000000,16000000,28000000,12000000
202208,남성,60대,2016,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,174000000,568000000,28000000,27000000,204000000,30000000
202208,여성,60대,2006,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,181000000,1096000000,99000000,86000000,507000000,50000000
202208,남성,40대,2017,강원도 강릉시,42,전문직별 공사업,1명 이상 5명 미만,2020,60000000,1096000000,99000000,86000000,255000000,195000000
202208,남성,30대,2019,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,53000000,1096000000,99000000,86000000,656000000,524000000
202208,남성,40대,2000,강원도 강릉시,10,식료품 제조업,0명,2020,0,634000000,38000000,29000000,88000000,373000000
202208,남성,40대,2012,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,165000000,1096000000,60000000,58000000,236000000,71000000
202208,여성,60대,2008,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,181000000,468000000,22000000,24000000,210000000,2000000
202208,여성,50대,2015,강원도 강릉시,10,식료품 제조업,10명 이상 30명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,40대,2017,강원도 강릉시,86,보건업,0명,2019,30000000,1096000000,99000000,86000000,538000000,508000000
202208,남성,50대,1997,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,181000000,1096000000,99000000,78000000,841000000,524000000
202208,남성,50대,2017,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,여성,50대,2019,강원도 강릉시,56,음식점 및 주점업,1명 이상 5명 미만,2021,53000000,506000000,-29000000,-27000000,171000000,118000000
202208,남성,40대,2015,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,67000000,732000000,27000000,13000000,237000000,170000000
202208,남성,40대,2020,강원도 강릉시,46,도매 및 상품 중개업,5명 이상 10명 미만,2021,12000000,1096000000,44000000,41000000,286000000,274000000
202208,남성,50대,1990,강원도 강릉시,46,도매 및 상품 중개업,0명,2018,52000000,339000000,15000000,15000000,54000000,2000000
202208,남성,50대,2008,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,96000000,1096000000,83000000,57000000,746000000,524000000
202208,남성,50대,1999,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2019,181000000,1096000000,80000000,74000000,688000000,365000000
202208,남성,70대,2004,강원도 강릉시,46,도매 및 상품 중개업,0명,2017,181000000,1091000000,99000000,74000000,841000000,455000000
202208,여성,60대,2005,강원도 강릉시,10,식료품 제조업,10명 이상 30명 미만,2021,69000000,1096000000,99000000,36000000,841000000,524000000
202208,남성,50대,2006,강원도 고성군,47,소매업; 자동차 제외,0명,2020,125000000,1096000000,99000000,86000000,423000000,298000000
202208,남성,30대,2017,강원도 고성군,10,식료품 제조업,10명 이상 30명 미만,2021,0,1096000000,95000000,63000000,841000000,524000000
202208,남성,60대,2014,강원도 고성군,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,77000000,1096000000,30000000,-101000000,456000000,379000000
202208,남성,40대,2014,강원도 고성군,56,음식점 및 주점업,1명 이상 5명 미만,2018,34000000,296000000,25000000,29000000,87000000,53000000
202208,남성,50대,2015,강원도 고성군,46,도매 및 상품 중개업,0명,2017,30000000,1096000000,69000000,69000000,31000000,1000000
202208,남성,30대,2017,강원도 고성군,10,식료품 제조업,1명 이상 5명 미만,2021,0,1096000000,95000000,63000000,841000000,524000000
202208,남성,40대,2017,강원도 고성군,56,음식점 및 주점업,5명 이상 10명 미만,2019,89000000,448000000,16000000,24000000,178000000,89000000
202208,여성,50대,1999,강원도 고성군,56,음식점 및 주점업,1명 이상 5명 미만,2019,27000000,212000000,17000000,19000000,95000000,69000000
202208,여성,60대,2000,강원도 고성군,56,음식점 및 주점업,1명 이상 5명 미만,2020,0,0,0,86000000,59000000,524000000
202208,남성,50대,2016,강원도 고성군,47,소매업; 자동차 제외,0명,2021,101000000,1096000000,78000000,78000000,188000000,87000000
202208,남성,50대,2005,강원도 고성군,47,소매업; 자동차 제외,5명 이상 10명 미만,2021,181000000,1096000000,86000000,73000000,841000000,524000000
202208,남성,60대,1988,강원도 고성군,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,126000000,410000000,3000000,19000000,216000000,90000000
202208,여성,50대,2006,강원도 고성군,56,음식점 및 주점업,1명 이상 5명 미만,2018,181000000,609000000,68000000,80000000,324000000,80000000
202208,남성,50대,2012,강원도 고성군,46,도매 및 상품 중개업,0명,2019,52000000,1096000000,55000000,52000000,327000000,275000000
202208,남성,50대,2011,강원도 고성군,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,50000000,658000000,22000000,26000000,51000000,1000000
202208,남성,50대,2010,강원도 고성군,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,149000000,1096000000,99000000,86000000,278000000,129000000
202208,남성,30대,2018,강원도 고성군,10,식료품 제조업,0명,2021,53000000,575000000,35000000,35000000,604000000,524000000
202208,남성,60대,2018,강원도 고성군,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,181000000,802000000,97000000,65000000,841000000,524000000
202208,남성,50대,2015,강원도 고성군,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,83000000,1096000000,81000000,83000000,133000000,50000000
202208,남성,30대,2018,강원도 고성군,10,식료품 제조업,0명,2021,53000000,575000000,35000000,35000000,604000000,524000000
202208,남성,50대,2015,강원도 고성군,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,53000000,1096000000,30000000,24000000,89000000,36000000
202208,여성,40대,2001,강원도 동해시,47,소매업; 자동차 제외,5명 이상 10명 미만,2020,181000000,1096000000,99000000,86000000,841000000,1000000
202208,여성,30대,2019,강원도 동해시,47,소매업; 자동차 제외,0명,2020,24000000,598000000,35000000,35000000,28000000,4000000
202208,여성,50대,2004,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,42000000,344000000,19000000,18000000,70000000,28000000
202208,남성,30대,2018,강원도 동해시,56,음식점 및 주점업,1명 이상 5명 미만,2019,96000000,429000000,27000000,26000000,97000000,1000000
202208,남성,50대,2010,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,53000000,713000000,45000000,46000000,129000000,76000000
202208,여성,50대,2015,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,181000000,1096000000,54000000,48000000,841000000,524000000
202208,남성,50대,1998,강원도 동해시,42,전문직별 공사업,10명 이상 30명 미만,2021,181000000,1096000000,99000000,86000000,841000000,373000000
202208,남성,40대,2009,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,181000000,1096000000,99000000,86000000,840000000,456000000
202208,남성,40대,2006,강원도 동해시,46,도매 및 상품 중개업,0명,2021,0,0,0,0,19000000,524000000
202208,남성,50대,2019,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,5000000,627000000,6000000,5000000,205000000,200000000
202208,남성,50대,2017,강원도 동해시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,181000000,1096000000,99000000,86000000,841000000,524000000
202208,남성,50대,2017,강원도 동해시,29,기타 기계 및 장비 제조업,0명,2021,181000000,875000000,25000000,43000000,552000000,329000000
202208,남성,50대,2004,강원도 동해시,42,전문직별 공사업,0명,2018,81000000,199000000,35000000,27000000,116000000,35000000
202208,남성,50대,2004,강원도 동해시,46,도매 및 상품 중개업,5명 이상 10명 미만,2021,30000000,1096000000,99000000,86000000,841000000,524000000
202208,여성,50대,2017,강원도 동해시,45,자동차 및 부품 판매업,0명,2018,181000000,1093000000,56000000,55000000,548000000,61000000
202208,남성,60대,2018,강원도 동해시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,57000000,1096000000,79000000,51000000,841000000,524000000
202208,여성,50대,2012,강원도 동해시,96,기타 개인 서비스업,5명 이상 10명 미만,2019,181000000,804000000,84000000,68000000,841000000,524000000
