basYm,rprSexNm,rprAggrNm,estbYr,bizAreaNm,bizBzcCd,bizBzcCdNm,empeCntNm,fnafBasYr,debtTsumAmt
202208,남성,50대,2004,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2018,16000000
202208,남성,40대,2015,강원도 강릉시,47,소매업; 자동차 제외,0명,2018,181000000
202208,남성,60대,1994,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,524000000
202208,남성,30대,2010,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2019,82000000
202208,남성,40대,2004,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,112000000
202208,남성,50대,1999,강원도 강릉시,95,개인 및 소비용품 수리업,1명 이상 5명 미만,2020,152000000
202208,남성,50대,2020,강원도 강릉시,56,음식점 및 주점업,0명,2021,128000000
202208,남성,50대,2021,강원도 강릉시,56,음식점 및 주점업,0명,2022,524000000
202208,남성,40대,2017,강원도 강릉시,45,자동차 및 부품 판매업,0명,2022,31000000
202208,여성,60대,2008,강원도 강릉시,56,음식점 및 주점업,0명,2020,7000000
202208,여성,50대,2008,강원도 강릉시,56,음식점 및 주점업,0명,2021,88000000
202208,남성,50대,2017,강원도 강릉시,86,보건업,5명 이상 10명 미만,2020,214000000
202208,남성,50대,2002,강원도 강릉시,46,도매 및 상품 중개업,0명,2019,66000000
202208,여성,60대,2008,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,2000000
202208,남성,40대,2004,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,416000000
202208,여성,50대,2005,강원도 강릉시,10,식료품 제조업,0명,2021,100000000
202208,남성,50대,2003,강원도 강릉시,42,전문직별 공사업,1명 이상 5명 미만,2021,524000000
202208,남성,30대,2006,강원도 강릉시,56,음식점 및 주점업,0명,2017,9000000
202208,남성,60대,2019,강원도 강릉시,45,자동차 및 부품 판매업,0명,2020,1000000
202208,여성,40대,2018,강원도 강릉시,56,음식점 및 주점업,0명,2021,246000000
202208,여성,50대,2019,강원도 강릉시,56,음식점 및 주점업,0명,2020,95000000
202208,여성,40대,2016,강원도 강릉시,45,자동차 및 부품 판매업,0명,2020,136000000
202208,여성,70대,2021,강원도 강릉시,56,음식점 및 주점업,0명,2022,208000000
202208,남성,50대,1993,강원도 강릉시,45,자동차 및 부품 판매업,0명,2022,91000000
202208,남성,30대,2014,강원도 강릉시,96,기타 개인 서비스업,0명,2020,74000000
202208,남성,40대,2018,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2021,55000000
202208,남성,50대,2016,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2021,152000000
202208,남성,40대,2016,강원도 강릉시,96,기타 개인 서비스업,0명,2017,33000000
202208,남성,40대,2018,강원도 강릉시,56,음식점 및 주점업,0명,2019,21000000
202208,남성,40대,2009,강원도 강릉시,96,기타 개인 서비스업,0명,2021,94000000
202208,여성,60대,2019,강원도 강릉시,45,자동차 및 부품 판매업,0명,2020,32000000
202208,남성,50대,2019,강원도 강릉시,41,종합 건설업,0명,2022,2000000
202208,여성,70대,2015,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,56000000
202208,남성,40대,2019,강원도 강릉시,45,자동차 및 부품 판매업,0명,2022,35000000
202208,여성,60대,2015,강원도 강릉시,56,음식점 및 주점업,0명,2019,24000000
202208,여성,50대,2021,강원도 강릉시,45,자동차 및 부품 판매업,0명,2022,36000000
202208,여성,70대,2007,강원도 강릉시,56,음식점 및 주점업,0명,2021,38000000
202208,남성,50대,2009,강원도 강릉시,42,전문직별 공사업,0명,2019,5000000
202208,남성,40대,2016,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,524000000
202208,여성,50대,2007,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,124000000
202208,남성,50대,2007,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,442000000
202208,남성,50대,2004,강원도 강릉시,46,도매 및 상품 중개업,5명 이상 10명 미만,2019,178000000
202208,여성,60대,2015,강원도 강릉시,45,자동차 및 부품 판매업,0명,2022,11000000
202208,여성,30대,2015,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2022,121000000
202208,남성,30대,2015,강원도 강릉시,45,자동차 및 부품 판매업,0명,2016,2000000
202208,여성,50대,2020,강원도 강릉시,56,음식점 및 주점업,0명,2021,61000000
202208,여성,30대,2019,강원도 강릉시,96,기타 개인 서비스업,0명,2020,88000000
202208,남성,40대,2008,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2020,42000000
202208,남성,50대,2019,강원도 강릉시,56,음식점 및 주점업,0명,2020,8000000
202208,여성,50대,2017,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,524000000
202208,남성,40대,2019,강원도 강릉시,56,음식점 및 주점업,1명 이상 5명 미만,2021,34000000
202208,여성,60대,2013,강원도 강릉시,56,음식점 및 주점업,0명,2019,5000000
202208,남성,50대,2009,강원도 강릉시,10,식료품 제조업,0명,2020,46000000
202208,남성,30대,2016,강원도 강릉시,56,음식점 및 주점업,0명,2019,36000000
202208,여성,60대,2016,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,74000000
202208,여성,30대,2019,강원도 강릉시,45,자동차 및 부품 판매업,0명,2022,26000000
202208,남성,50대,2011,강원도 강릉시,45,자동차 및 부품 판매업,0명,2014,10000000
202208,여성,50대,2017,강원도 강릉시,56,음식점 및 주점업,0명,2021,65000000
202208,여성,50대,2013,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,107000000
202208,남성,40대,2017,강원도 강릉시,45,자동차 및 부품 판매업,0명,2018,4000000
202208,남성,50대,2006,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2015,31000000
202208,여성,60대,2018,강원도 강릉시,56,음식점 및 주점업,0명,2020,60000000
202208,여성,30대,2020,강원도 강릉시,45,자동차 및 부품 판매업,0명,2022,127000000
202208,남성,50대,2004,강원도 강릉시,47,소매업; 자동차 제외,0명,2019,94000000
202208,남성,60대,1985,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,17000000
202208,남성,50대,2017,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2021,25000000
202208,남성,50대,2003,강원도 강릉시,94,협회 및 단체,0명,2020,64000000
202208,남성,50대,2010,강원도 강릉시,86,보건업,10명 이상 30명 미만,2021,453000000
202208,남성,40대,2013,강원도 강릉시,42,전문직별 공사업,0명,2020,104000000
202208,남성,60대,2002,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2021,114000000
202208,남성,40대,2007,강원도 강릉시,46,도매 및 상품 중개업,5명 이상 10명 미만,2018,127000000
202208,여성,50대,2014,강원도 강릉시,10,식료품 제조업,10명 이상 30명 미만,2021,524000000
202208,남성,50대,2013,강원도 강릉시,46,도매 및 상품 중개업,0명,2019,65000000
202208,여성,50대,2001,강원도 강릉시,45,자동차 및 부품 판매업,0명,2019,20000000
202208,남성,50대,2016,강원도 강릉시,86,보건업,1명 이상 5명 미만,2018,446000000
202208,남성,60대,1998,강원도 강릉시,45,자동차 및 부품 판매업,0명,2017,118000000
202208,남성,60대,2013,강원도 강릉시,10,식료품 제조업,1명 이상 5명 미만,2020,524000000
202208,남성,40대,2019,강원도 강릉시,10,식료품 제조업,1명 이상 5명 미만,2020,25000000
202208,남성,40대,2012,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,122000000
202208,남성,30세 미만,2020,강원도 강릉시,56,음식점 및 주점업,0명,2021,14000000
202208,남성,50대,2019,강원도 강릉시,56,음식점 및 주점업,1명 이상 5명 미만,2022,62000000
202208,남성,50대,2006,강원도 강릉시,96,기타 개인 서비스업,0명,2022,33000000
202208,남성,30대,2021,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2022,63000000
202208,남성,40대,1996,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,56000000
202208,남성,50대,1996,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2020,2000000
202208,여성,50대,2015,강원도 강릉시,46,도매 및 상품 중개업,0명,2021,524000000
202208,남성,50대,2002,강원도 강릉시,46,도매 및 상품 중개업,0명,2020,132000000
202208,남성,30대,2016,강원도 강릉시,45,자동차 및 부품 판매업,0명,2022,102000000
202208,남성,40대,2019,강원도 강릉시,56,음식점 및 주점업,0명,2021,76000000
202208,남성,40대,2014,강원도 강릉시,96,기타 개인 서비스업,1명 이상 5명 미만,2022,286000000
202208,여성,40대,2011,강원도 강릉시,56,음식점 및 주점업,0명,2017,37000000
202208,남성,40대,2021,강원도 강릉시,56,음식점 및 주점업,0명,2022,24000000
202208,남성,50대,2016,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,524000000
202208,남성,70대,2003,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,524000000
202208,남성,50대,2018,강원도 강릉시,46,도매 및 상품 중개업,0명,2021,219000000
202208,여성,30대,2019,강원도 강릉시,96,기타 개인 서비스업,0명,2021,25000000
202208,여성,60대,2021,강원도 강릉시,56,음식점 및 주점업,0명,2022,156000000
202208,남성,40대,2019,강원도 강릉시,56,음식점 및 주점업,1명 이상 5명 미만,2021,65000000
202208,남성,30대,2018,강원도 강릉시,56,음식점 및 주점업,0명,2021,25000000
202208,남성,40대,2005,강원도 강릉시,94,협회 및 단체,0명,2010,7000000
202208,여성,40대,2015,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,396000000
202208,남성,60대,1986,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,124000000
202208,남성,40대,2014,강원도 강릉시,10,식료품 제조업,0명,2020,402000000
202208,남성,50대,2006,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2019,200000000
202208,남성,50대,2001,강원도 강릉시,45,자동차 및 부품 판매업,10명 이상 30명 미만,2017,524000000
202208,남성,40대,2018,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2020,41000000
202208,여성,50대,2016,강원도 강릉시,46,도매 및 상품 중개업,0명,2021,328000000
202208,남성,30대,2019,강원도 강릉시,86,보건업,0명,2021,1000000
202208,남성,50대,2007,강원도 강릉시,96,기타 개인 서비스업,0명,2021,18000000
202208,남성,30대,2018,강원도 강릉시,56,음식점 및 주점업,0명,2019,18000000
202208,남성,50대,2009,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2019,219000000
202208,남성,30대,2019,강원도 강릉시,56,음식점 및 주점업,0명,2020,28000000
202208,남성,50대,2016,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,30000000
202208,여성,60대,2021,강원도 강릉시,45,자동차 및 부품 판매업,0명,2022,3000000
202208,남성,60대,1985,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2018,128000000
202208,남성,40대,2010,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,524000000
202208,남성,50대,1990,강원도 강릉시,46,도매 및 상품 중개업,0명,2018,2000000
202208,남성,50대,1999,강원도 강릉시,10,식료품 제조업,1명 이상 5명 미만,2018,504000000
202208,남성,60대,2016,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,30000000
202208,남성,50대,2008,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,524000000
202208,여성,60대,2006,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,50000000
202208,남성,40대,2015,강원도 강릉시,47,소매업; 자동차 제외,0명,2021,481000000
202208,남성,60대,1997,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,7000000
202208,남성,70대,2004,강원도 강릉시,46,도매 및 상품 중개업,0명,2017,455000000
202208,여성,60대,2008,강원도 강릉시,56,음식점 및 주점업,0명,2014,1000000
202208,남성,50대,2019,강원도 강릉시,56,음식점 및 주점업,0명,2021,43000000
202208,남성,50대,2008,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2021,95000000
202208,남성,40대,2016,강원도 강릉시,45,자동차 및 부품 판매업,0명,2022,201000000
202208,남성,40대,2009,강원도 강릉시,47,소매업; 자동차 제외,0명,2021,194000000
202208,남성,40대,2019,강원도 강릉시,86,보건업,0명,2021,524000000
202208,여성,60대,2008,강원도 강릉시,47,소매업; 자동차 제외,0명,2020,57000000
202208,남성,40대,2012,강원도 강릉시,46,도매 및 상품 중개업,5명 이상 10명 미만,2019,9000000
202208,남성,50대,2013,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,37000000
202208,남성,30대,2017,강원도 강릉시,96,기타 개인 서비스업,0명,2020,76000000
202208,남성,50대,2012,강원도 강릉시,56,음식점 및 주점업,0명,2018,10000000
202208,여성,50대,2019,강원도 강릉시,56,음식점 및 주점업,0명,2022,184000000
202208,남성,50대,2017,강원도 강릉시,96,기타 개인 서비스업,0명,2022,239000000
202208,여성,40대,2013,강원도 강릉시,56,음식점 및 주점업,0명,2021,27000000
202208,여성,60대,2020,강원도 강릉시,96,기타 개인 서비스업,0명,2021,30000000
202208,남성,40대,2016,강원도 강릉시,96,기타 개인 서비스업,0명,2019,142000000
202208,여성,60대,2010,강원도 강릉시,45,자동차 및 부품 판매업,0명,2019,38000000
202208,남성,50대,2019,강원도 강릉시,45,자동차 및 부품 판매업,0명,2022,85000000
202208,여성,40대,2019,강원도 강릉시,56,음식점 및 주점업,0명,2020,39000000
202208,남성,40대,2008,강원도 강릉시,94,협회 및 단체,0명,2016,29000000
202208,남성,50대,2007,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2022,28000000
202208,여성,60대,2015,강원도 강릉시,56,음식점 및 주점업,0명,2021,26000000
202208,여성,50대,2016,강원도 강릉시,56,음식점 및 주점업,0명,2019,42000000
202208,남성,60대,2015,강원도 강릉시,56,음식점 및 주점업,0명,2020,43000000
202208,여성,30대,2018,강원도 강릉시,96,기타 개인 서비스업,0명,2022,125000000
202208,남성,40대,2010,강원도 강릉시,73,기타 전문  과학 및 기술 서비스업,0명,2020,524000000
202208,남성,50대,2014,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2021,205000000
202208,여성,50대,2018,강원도 강릉시,45,자동차 및 부품 판매업,0명,2022,74000000
202208,여성,60대,2018,강원도 강릉시,56,음식점 및 주점업,0명,2020,76000000
202208,남성,40대,2015,강원도 강릉시,45,자동차 및 부품 판매업,0명,2020,97000000
202208,여성,70대,1983,강원도 강릉시,45,자동차 및 부품 판매업,0명,2020,100000000
202208,남성,40대,2018,강원도 강릉시,56,음식점 및 주점업,0명,2021,81000000
202208,남성,60대,2020,강원도 강릉시,56,음식점 및 주점업,0명,2022,12000000
202208,남성,50대,2015,강원도 강릉시,47,소매업; 자동차 제외,0명,2020,470000000
202208,남성,50대,2010,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,524000000
202208,남성,40대,2008,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,65000000
202208,여성,50대,2013,강원도 강릉시,56,음식점 및 주점업,0명,2019,30000000
202208,여성,50대,2009,강원도 강릉시,96,기타 개인 서비스업,0명,2021,61000000
202208,여성,50대,2016,강원도 강릉시,56,음식점 및 주점업,0명,2017,18000000
202208,남성,30대,2019,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2020,40000000
202208,남성,40대,2019,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2022,38000000
202208,남성,50대,2014,강원도 강릉시,56,음식점 및 주점업,0명,2016,15000000
202208,여성,60대,2009,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,47000000
202208,여성,50대,2018,강원도 강릉시,56,음식점 및 주점업,0명,2020,58000000
202208,남성,30대,2010,강원도 강릉시,56,음식점 및 주점업,5명 이상 10명 미만,2018,14000000
202208,여성,60대,2016,강원도 강릉시,56,음식점 및 주점업,0명,2022,64000000
202208,남성,70대,2002,강원도 강릉시,46,도매 및 상품 중개업,0명,2018,140000000
202208,남성,60대,1994,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2016,1000000
202208,여성,50대,2015,강원도 강릉시,10,식료품 제조업,1명 이상 5명 미만,2021,524000000
202208,여성,60대,1990,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,428000000
202208,남성,60대,1997,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,1명 이상 5명 미만,2021,107000000
202208,남성,40대,2011,강원도 강릉시,46,도매 및 상품 중개업,0명,2020,11000000
202208,남성,50대,2014,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,116000000
202208,남성,40대,2015,강원도 강릉시,46,도매 및 상품 중개업,0명,2020,229000000
202208,남성,60대,2018,강원도 강릉시,42,전문직별 공사업,0명,2020,2000000
202208,여성,30대,2017,강원도 강릉시,47,소매업; 자동차 제외,5명 이상 10명 미만,2021,410000000
202208,남성,60대,2009,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,524000000
202208,남성,50대,2015,강원도 강릉시,47,소매업; 자동차 제외,5명 이상 10명 미만,2021,524000000
202208,남성,70대,1999,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2019,444000000
202208,남성,40대,2017,강원도 강릉시,42,전문직별 공사업,1명 이상 5명 미만,2020,195000000
202208,남성,60대,2016,강원도 강릉시,10,식료품 제조업,5명 이상 10명 미만,2021,498000000
202208,남성,50대,1997,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,1명 이상 5명 미만,2018,1000000
202208,여성,40대,1999,강원도 강릉시,46,도매 및 상품 중개업,0명,2019,39000000
202208,남성,60대,1996,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2019,20000000
202208,남성,40대,2011,강원도 강릉시,46,도매 및 상품 중개업,0명,2018,45000000
202208,남성,60대,2013,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2017,113000000
202208,남성,50대,2010,강원도 강릉시,46,도매 및 상품 중개업,0명,2017,11000000
202208,남성,50대,2015,강원도 강릉시,47,소매업; 자동차 제외,0명,2018,45000000
202208,남성,50대,2000,강원도 강릉시,46,도매 및 상품 중개업,0명,2019,1000000
202208,남성,30대,2011,강원도 강릉시,45,자동차 및 부품 판매업,0명,2018,76000000
202208,남성,40대,2013,강원도 강릉시,10,식료품 제조업,10명 이상 30명 미만,2021,524000000
202208,남성,50대,1994,강원도 강릉시,47,소매업; 자동차 제외,0명,2018,2000000
202208,남성,50대,2003,강원도 강릉시,41,종합 건설업,0명,2016,17000000
202208,남성,30대,2020,강원도 강릉시,86,보건업,10명 이상 30명 미만,2021,524000000
202208,남성,40대,2008,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2016,2000000
202208,여성,50대,2013,강원도 강릉시,45,자동차 및 부품 판매업,0명,2019,9000000
202208,남성,50대,2003,강원도 강릉시,10,식료품 제조업,50명 이상 100명 미만,2021,524000000
202208,남성,50대,2020,강원도 강릉시,96,기타 개인 서비스업,0명,2021,499000000
202208,남성,50대,1971,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,113000000
202208,남성,50대,2003,강원도 강릉시,46,도매 및 상품 중개업,0명,2016,35000000
202208,남성,60대,2017,강원도 강릉시,10,식료품 제조업,0명,2021,452000000
202208,여성,60대,2018,강원도 강릉시,45,자동차 및 부품 판매업,0명,2022,102000000
202208,여성,40대,2009,강원도 강릉시,96,기타 개인 서비스업,0명,2014,11000000
202208,남성,40대,2019,강원도 강릉시,56,음식점 및 주점업,1명 이상 5명 미만,2022,301000000
202208,여성,60대,2011,강원도 강릉시,96,기타 개인 서비스업,0명,2020,69000000
202208,남성,50대,1997,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,244000000
202208,남성,50대,2001,강원도 강릉시,95,개인 및 소비용품 수리업,1명 이상 5명 미만,2020,3000000
202208,남성,40대,2001,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2020,487000000
202208,남성,40대,2015,강원도 강릉시,56,음식점 및 주점업,0명,2021,86000000
202208,남성,40대,2010,강원도 강릉시,94,협회 및 단체,0명,2012,17000000
202208,여성,30대,2019,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,98000000
202208,남성,30대,2014,강원도 강릉시,56,음식점 및 주점업,0명,2018,101000000
202208,남성,40대,2014,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2022,224000000
202208,여성,60대,2019,강원도 강릉시,56,음식점 및 주점업,0명,2022,55000000
202208,여성,60대,2010,강원도 강릉시,56,음식점 및 주점업,0명,2021,242000000
202208,여성,50대,1999,강원도 강릉시,47,소매업; 자동차 제외,5명 이상 10명 미만,2018,24000000
202208,남성,40대,2005,강원도 강릉시,46,도매 및 상품 중개업,0명,2021,524000000
202208,남성,50대,2001,강원도 강릉시,95,개인 및 소비용품 수리업,1명 이상 5명 미만,2021,524000000
202208,여성,50대,2015,강원도 강릉시,46,도매 및 상품 중개업,0명,2019,1000000
202208,남성,50대,2007,강원도 강릉시,86,보건업,1명 이상 5명 미만,2020,459000000
202208,남성,50대,2012,강원도 강릉시,46,도매 및 상품 중개업,0명,2019,1000000
202208,남성,60대,1996,강원도 강릉시,10,식료품 제조업,1명 이상 5명 미만,2020,350000000
202208,남성,30대,2019,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,524000000
202208,남성,30대,2018,강원도 강릉시,47,소매업; 자동차 제외,5명 이상 10명 미만,2020,27000000
202208,남성,70대,1993,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2018,111000000
202208,여성,40대,2010,강원도 강릉시,96,기타 개인 서비스업,0명,2013,10000000
202208,여성,60대,2000,강원도 강릉시,45,자동차 및 부품 판매업,0명,2018,5000000
202208,남성,30대,2018,강원도 강릉시,56,음식점 및 주점업,0명,2021,46000000
202208,남성,40대,2017,강원도 강릉시,42,전문직별 공사업,1명 이상 5명 미만,2020,195000000
202208,남성,40대,2017,강원도 강릉시,86,보건업,0명,2019,508000000
202208,남성,40대,2012,강원도 강릉시,96,기타 개인 서비스업,0명,2019,168000000
202208,남성,30대,2019,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,524000000
202208,여성,30대,2010,강원도 강릉시,96,기타 개인 서비스업,0명,2014,6000000
202208,남성,50대,2015,강원도 강릉시,41,종합 건설업,0명,2020,106000000
202208,남성,30대,2020,강원도 강릉시,56,음식점 및 주점업,0명,2021,78000000
202208,남성,60대,1997,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2017,80000000
202208,남성,50대,2010,강원도 강릉시,96,기타 개인 서비스업,0명,2012,8000000
202208,남성,40대,2017,강원도 강릉시,96,기타 개인 서비스업,1명 이상 5명 미만,2021,105000000
202208,여성,30대,2013,강원도 강릉시,96,기타 개인 서비스업,0명,2020,50000000
202208,여성,50대,2019,강원도 강릉시,56,음식점 및 주점업,0명,2020,49000000
202208,남성,50대,2015,강원도 강릉시,56,음식점 및 주점업,0명,2019,47000000
202208,남성,40대,2009,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,13000000
202208,남성,50대,2013,강원도 강릉시,56,음식점 및 주점업,0명,2021,160000000
202208,남성,60대,2017,강원도 강릉시,56,음식점 및 주점업,0명,2018,10000000
202208,남성,50대,2020,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2022,45000000
202208,여성,50대,2019,강원도 강릉시,10,식료품 제조업,0명,2022,118000000
202208,여성,50대,2012,강원도 강릉시,45,자동차 및 부품 판매업,0명,2016,15000000
202208,여성,60대,2013,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,21000000
202208,여성,60대,2018,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,63000000
202208,남성,50대,2005,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2017,524000000
202208,남성,60대,1989,강원도 강릉시,46,도매 및 상품 중개업,0명,2019,113000000
202208,남성,50대,2000,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,96000000
202208,남성,60대,2017,강원도 강릉시,10,식료품 제조업,1명 이상 5명 미만,2019,12000000
202208,여성,40대,2009,강원도 강릉시,47,소매업; 자동차 제외,0명,2018,1000000
202208,남성,40대,2013,강원도 강릉시,46,도매 및 상품 중개업,0명,2020,5000000
202208,여성,60대,1985,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,4000000
202208,남성,50대,2012,강원도 강릉시,47,소매업; 자동차 제외,0명,2016,1000000
202208,남성,50대,2008,강원도 강릉시,95,개인 및 소비용품 수리업,5명 이상 10명 미만,2018,132000000
202208,남성,50대,2005,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2017,497000000
202208,남성,50대,2006,강원도 강릉시,46,도매 및 상품 중개업,0명,2018,239000000
202208,남성,50대,1999,강원도 강릉시,47,소매업; 자동차 제외,0명,2018,54000000
202208,여성,50대,2012,강원도 강릉시,47,소매업; 자동차 제외,5명 이상 10명 미만,2020,241000000
202208,남성,40대,2014,강원도 강릉시,42,전문직별 공사업,1명 이상 5명 미만,2019,57000000
202208,여성,50대,2002,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2021,224000000
202208,남성,50대,2002,강원도 강릉시,47,소매업; 자동차 제외,0명,2016,4000000
202208,여성,40대,2014,강원도 강릉시,47,소매업; 자동차 제외,0명,2017,2000000
202208,남성,70대,1998,강원도 강릉시,47,소매업; 자동차 제외,5명 이상 10명 미만,2020,524000000
202208,남성,60대,2010,강원도 강릉시,96,기타 개인 서비스업,0명,2019,90000000
202208,여성,40대,2014,강원도 강릉시,56,음식점 및 주점업,0명,2015,23000000
202208,여성,60대,2006,강원도 강릉시,96,기타 개인 서비스업,0명,2020,6000000
202208,여성,50대,2014,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,43000000
202208,여성,50대,2010,강원도 강릉시,56,음식점 및 주점업,0명,2018,72000000
202208,남성,40대,2007,강원도 강릉시,49,육상 운송 및 파이프라인 운송업,0명,2013,22000000
202208,여성,60대,2012,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2022,81000000
202208,남성,50대,2018,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2019,467000000
202208,여성,60대,2002,강원도 강릉시,45,자동차 및 부품 판매업,1명 이상 5명 미만,2021,524000000
202208,남성,50대,2004,강원도 강릉시,46,도매 및 상품 중개업,1명 이상 5명 미만,2020,31000000
202208,여성,50대,2017,강원도 강릉시,47,소매업; 자동차 제외,1명 이상 5명 미만,2021,24000000
202208,남성,50대,2010,강원도 강릉시,86,보건업,10명 이상 30명 미만,2020,524000000
202208,남성,40대,2020,강원도 강릉시,45,자동차 및 부품 판매업,0명,2022,324000000
202208,여성,70대,2017,강원도 강릉시,56,음식점 및 주점업,0명,2021,41000000
202208,남성,30대,2017,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,116000000
202208,남성,40대,2016,강원도 강릉시,56,음식점 및 주점업,0명,2018,63000000
202208,남성,50대,2018,강원도 강릉시,45,자동차 및 부품 판매업,0명,2021,88000000
202208,남성,50대,2013,강원도 강릉시,10,식료품 제조업,0명,2020,151000000
202208,여성,40대,2011,강원도 강릉시,45,자동차 및 부품 판매업,0명,2018,1000000
202208,남성,40대,2015,강원도 강릉시,10,식료품 제조업,0명,2020,5000000
202208,여성,50대,2015,강원도 강릉시,10,식료품 제조업,10명 이상 30명 미만,2021,524000000
202208,남성,40대,2013,강원도 강릉시,10,식료품 제조업,1명 이상 5명 미만,2019,158000000
